Prog s-T1 s-T2 a-T1 a-T2 s-m1 a-m1 s-m2 a-m2 s-m3 a-m3 s-m4 a-m4 s-m5 a-m5 s-m6 a-m6
1951 8 7 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
1952 3 7 2 1 10 2 7 3 7 3 7 3 7 3 7 3 
1953 3 7 2 1 10 2 8 2 8 2 8 2 8 2 8 2 
1954 3 7 2 1 10 2 8 2 8 2 8 2 8 2 8 2 
1955 4 7 1 1 10 1 9 1 9 1 9 2 9 2 9 2 
1956 3 7 2 1 10 2 10 2 8 2 8 2 8 2 10 2 
1957 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1958 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1959 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1960 3 7 2 1 10 2 10 2 8 2 8 2 8 2 10 2 
1961 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1962 4 7 1 1 11 1 11 1 9 1 9 1 9 1 11 1 
1963 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1964 4 7 1 1 11 1 11 2 9 2 9 2 9 2 11 2 
1965 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1966 5 7 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
1967 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1968 3 7 2 1 10 2 10 2 10 2 7 3 8 3 8 3 
1969 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1970 3 7 2 1 10 2 10 2 10 2 8 2 10 2 10 2 
1971 4 7 1 1 11 1 11 1 11 1 9 2 11 2 11 2 
1972 6 7 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1973 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1974 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1975 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1976 6 7 1 1 13 1 13 1 11 1 8 2 9 2 11 2 
1977 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1978 6 7 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
1979 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1980 7 7 1 1 14 1 14 1 12 1 9 2 10 2 12 2 
1981 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1982 7 7 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
1983 8 7 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
1984 3 8 2 1 8 2 8 2 8 2 8 2 8 2 8 2 
1985 3 8 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
1986 3 8 2 1 9 2 9 2 9 2 9 1 9 1 9 1 
1987 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1988 3 8 2 1 9 2 9 1 9 1 9 1 9 1 9 1 
1989 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1990 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1991 5 8 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1992 3 8 2 1 9 2 9 1 9 1 9 1 9 1 9 1 
1993 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1994 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1995 5 8 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1996 4 8 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
1997 5 8 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1998 5 8 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
1999 6 8 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2000 3 8 2 1 11 2 11 2 11 2 8 2 8 2 8 2 
2001 3 8 2 1 11 2 11 2 11 2 9 1 11 1 11 1 
2002 3 8 2 1 11 2 11 2 11 2 9 1 11 1 11 1 
2003 4 8 1 1 12 1 12 1 12 1 10 1 12 1 12 1 
2004 6 8 1 1 12 1 12 1 12 1 9 1 9 1 9 1 
2005 6 8 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2006 6 8 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2007 7 8 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2008 6 8 1 1 12 1 12 1 12 1 9 1 9 1 9 1 
2009 6 8 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2010 6 8 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2011 7 8 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2012 7 8 1 1 13 1 13 1 13 1 10 1 10 1 10 1 
2013 7 8 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2014 7 8 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2015 8 8 1 1 14 1 14 1 14 1 14 1 14 1 14 1 
2016 3 8 2 1 11 2 8 2 8 2 8 2 8 2 8 2 
2017 3 8 2 1 11 2 9 2 9 2 9 1 9 1 9 1 
2018 3 8 2 1 11 2 9 2 9 2 9 1 9 1 9 1 
2019 4 8 1 1 11 1 10 1 10 1 10 1 10 1 10 1 
2020 3 8 2 1 11 2 11 1 9 1 9 1 9 1 11 1 
2021 4 8 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
2022 4 8 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
2023 5 8 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
2024 3 8 2 1 11 2 11 1 9 1 9 1 9 1 11 1 
2025 4 8 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
2026 4 8 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
2027 5 8 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
2028 4 8 1 1 12 1 12 1 10 1 10 1 10 1 12 1 
2029 5 8 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
2030 5 8 1 1 13 1 13 1 11 1 11 1 11 1 13 1 
2031 6 8 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
2032 3 8 2 1 11 2 11 2 11 2 8 2 8 2 8 2 
2033 3 8 2 1 11 2 11 2 11 2 9 1 11 1 11 1 
2034 3 8 2 1 11 2 11 2 11 2 9 1 11 1 11 1 
2035 4 8 1 1 12 1 12 1 12 1 10 1 12 1 12 1 
2036 6 8 1 1 14 1 14 1 12 1 9 1 9 1 11 1 
2037 6 8 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
2038 6 8 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
2039 7 8 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
2040 6 8 1 1 14 1 14 1 12 1 9 1 9 1 11 1 
2041 6 8 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
2042 6 8 1 1 14 1 14 1 12 1 12 1 12 1 14 1 
2043 7 8 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
2044 7 8 1 1 15 1 15 1 13 1 10 1 10 1 12 1 
2045 7 8 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
2046 7 8 1 1 15 1 15 1 13 1 13 1 13 1 15 1 
2047 8 8 1 1 16 1 16 1 14 1 14 1 14 1 16 1 
2048 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2049 3 3 2 2 3 4 3 4 3 4 6 3 3 4 3 4 
2050 3 3 2 2 3 4 3 4 3 4 6 3 3 4 3 4 
2051 4 3 1 2 4 3 4 3 4 3 7 3 4 3 4 3 
2052 3 3 2 2 3 4 3 4 6 3 6 3 6 3 3 4 
2053 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2054 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2055 5 3 1 2 5 2 5 2 6 2 8 2 6 2 5 2 
2056 3 3 2 2 3 4 3 4 6 3 6 3 6 3 3 4 
2057 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2058 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2059 5 3 1 2 5 2 5 2 6 2 8 2 6 2 5 2 
2060 4 3 1 2 4 3 4 3 7 3 7 3 7 3 4 3 
2061 5 3 1 2 5 3 5 3 7 3 8 2 7 3 5 3 
2062 5 3 1 2 5 3 5 3 7 3 8 2 7 3 5 3 
2063 6 3 1 2 6 2 6 2 7 2 9 2 7 2 6 2 
2064 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2065 3 3 2 2 3 4 3 4 3 4 6 3 3 4 3 4 
2066 3 3 2 2 3 4 3 4 3 4 6 3 3 4 3 4 
2067 4 3 1 2 4 3 4 3 4 3 7 3 4 3 4 3 
2068 6 3 1 2 6 3 6 3 6 3 6 3 6 3 6 3 
2069 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2070 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2071 7 3 1 2 7 2 7 2 7 2 10 2 7 2 7 2 
2072 6 3 1 2 6 3 6 3 6 3 6 3 6 3 6 3 
2073 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2074 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2075 7 3 1 2 7 2 7 2 7 2 10 2 7 2 7 2 
2076 7 3 1 2 7 3 7 3 7 3 7 3 7 3 7 3 
2077 7 3 1 2 7 3 7 3 7 3 10 2 7 3 7 3 
2078 7 3 1 2 7 3 7 3 7 3 10 2 7 3 7 3 
2079 8 3 1 2 8 2 8 2 8 2 11 2 8 2 8 2 
2080 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 
2081 3 3 2 2 4 4 4 4 4 4 6 3 4 4 4 4 
2082 3 3 2 2 4 4 4 4 4 4 6 3 4 4 4 4 
2083 4 3 1 2 4 3 4 3 4 3 7 3 4 3 4 3 
2084 3 3 2 2 4 4 4 4 6 3 6 3 6 3 4 4 
2085 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2086 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2087 5 3 1 2 5 2 5 2 6 2 8 2 6 2 5 2 
2088 3 3 2 2 4 4 4 4 6 3 6 3 6 3 4 4 
2089 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2090 4 3 1 2 4 3 4 3 6 3 7 2 6 3 4 3 
2091 5 3 1 2 5 2 5 2 6 2 8 2 6 2 5 2 
2092 4 3 1 2 4 3 4 3 7 3 7 3 7 3 4 3 
2093 5 3 1 2 5 3 5 3 7 3 8 2 7 3 5 3 
2094 5 3 1 2 5 3 5 3 7 3 8 2 7 3 5 3 
2095 6 3 1 2 6 2 6 2 7 2 9 2 7 2 6 2 
2096 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 
2097 3 3 2 2 4 4 4 4 4 4 6 3 4 4 4 4 
2098 3 3 2 2 4 4 4 4 4 4 6 3 4 4 4 4 
2099 4 3 1 2 4 3 4 3 4 3 7 3 4 3 4 3 
2100 6 3 1 2 6 3 6 3 6 3 6 3 6 3 6 3 
2101 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2102 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2103 7 3 1 2 7 2 7 2 7 2 10 2 7 2 7 2 
2104 6 3 1 2 6 3 6 3 6 3 6 3 6 3 6 3 
2105 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2106 6 3 1 2 6 3 6 3 6 3 9 2 6 3 6 3 
2107 7 3 1 2 7 2 7 2 7 2 10 2 7 2 7 2 
2108 7 3 1 2 7 3 7 3 7 3 7 3 7 3 7 3 
2109 7 3 1 2 7 3 7 3 7 3 10 2 7 3 7 3 
2110 7 3 1 2 7 3 7 3 7 3 10 2 7 3 7 3 
2111 8 3 1 2 8 2 8 2 8 2 11 2 8 2 8 2 
2112 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2113 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2114 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2115 4 3 1 2 5 2 5 2 5 2 7 3 5 3 5 3 
2116 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2117 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2118 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2119 5 3 1 2 6 1 6 1 6 1 8 2 6 2 6 2 
2120 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2121 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2122 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2123 5 3 1 2 6 1 6 1 6 1 8 2 6 2 6 2 
2124 4 3 1 2 5 2 5 3 7 3 7 3 7 3 5 3 
2125 5 3 1 2 6 2 6 2 7 2 8 2 7 2 6 2 
2126 5 3 1 2 6 2 6 2 7 2 8 2 7 2 6 2 
2127 6 3 1 2 7 1 7 1 7 1 9 2 7 2 7 2 
2128 3 3 2 2 6 3 6 3 6 3 3 4 3 4 3 4 
2129 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2130 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2131 4 3 1 2 7 2 7 2 7 2 7 3 5 3 5 3 
2132 6 3 1 2 7 2 7 2 7 2 6 3 6 3 6 3 
2133 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2134 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2135 7 3 1 2 8 1 8 1 8 1 10 2 8 2 8 2 
2136 6 3 1 2 7 2 7 2 7 2 6 3 6 3 6 3 
2137 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2138 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2139 7 3 1 2 8 1 8 1 8 1 10 2 8 2 8 2 
2140 7 3 1 2 8 2 8 2 8 2 7 3 7 3 7 3 
2141 7 3 1 2 8 2 8 2 8 2 10 2 8 2 8 2 
2142 7 3 1 2 8 2 8 2 8 2 10 2 8 2 8 2 
2143 8 3 1 2 9 1 9 1 9 1 11 2 9 2 9 2 
2144 3 3 2 2 6 3 4 4 4 4 4 4 4 4 4 4 
2145 3 3 2 2 6 3 4 3 4 3 6 3 4 3 4 3 
2146 3 3 2 2 6 3 4 3 4 3 6 3 4 3 4 3 
2147 4 3 1 2 6 2 5 2 5 2 7 3 5 3 5 3 
2148 3 3 2 2 6 3 4 3 6 3 6 3 6 3 4 3 
2149 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2150 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2151 5 3 1 2 8 1 6 1 6 1 8 2 6 2 6 2 
2152 3 3 2 2 6 3 4 3 6 3 6 3 6 3 4 3 
2153 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2154 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2155 5 3 1 2 8 1 6 1 6 1 8 2 6 2 6 2 
2156 4 3 1 2 7 2 5 3 7 3 7 3 7 3 5 3 
2157 5 3 1 2 8 2 6 2 7 2 8 2 7 2 6 2 
2158 5 3 1 2 8 2 6 2 7 2 8 2 7 2 6 2 
2159 6 3 1 2 9 1 7 1 7 1 9 2 7 2 7 2 
2160 3 3 2 2 6 3 6 3 6 3 4 4 4 4 4 4 
2161 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2162 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2163 4 3 1 2 7 2 7 2 7 2 7 3 5 3 5 3 
2164 6 3 1 2 9 2 7 2 7 2 6 3 6 3 6 3 
2165 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2166 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2167 7 3 1 2 10 1 8 1 8 1 10 2 8 2 8 2 
2168 6 3 1 2 9 2 7 2 7 2 6 3 6 3 6 3 
2169 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2170 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2171 7 3 1 2 10 1 8 1 8 1 10 2 8 2 8 2 
2172 7 3 1 2 10 2 8 2 8 2 7 3 7 3 7 3 
2173 7 3 1 2 10 2 8 2 8 2 10 2 8 2 8 2 
2174 7 3 1 2 10 2 8 2 8 2 10 2 8 2 8 2 
2175 8 3 1 2 11 1 9 1 9 1 11 2 9 2 9 2 
2176 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2177 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2178 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2179 4 3 1 2 5 2 5 2 5 2 7 3 5 3 5 3 
2180 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2181 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2182 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2183 5 3 1 2 6 1 6 1 6 1 8 2 6 2 6 2 
2184 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2185 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2186 4 3 1 2 5 2 5 2 6 2 7 2 6 2 5 2 
2187 5 3 1 2 6 1 6 1 6 1 8 2 6 2 6 2 
2188 4 3 1 2 5 2 5 3 7 3 7 3 7 3 5 3 
2189 5 3 1 2 6 2 6 2 7 2 8 2 7 2 6 2 
2190 5 3 1 2 6 2 6 2 7 2 8 2 7 2 6 2 
2191 6 3 1 2 7 1 7 1 7 1 9 2 7 2 7 2 
2192 3 3 2 2 6 3 6 3 6 3 3 4 3 4 3 4 
2193 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2194 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2195 4 3 1 2 7 2 7 2 7 2 7 3 5 3 5 3 
2196 6 3 1 2 7 2 7 2 7 2 6 3 6 3 6 3 
2197 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2198 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2199 7 3 1 2 8 1 8 1 8 1 10 2 8 2 8 2 
2200 6 3 1 2 7 2 7 2 7 2 6 3 6 3 6 3 
2201 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2202 6 3 1 2 7 2 7 2 7 2 9 2 7 2 7 2 
2203 7 3 1 2 8 1 8 1 8 1 10 2 8 2 8 2 
2204 7 3 1 2 8 2 8 2 8 2 7 3 7 3 7 3 
2205 7 3 1 2 8 2 8 2 8 2 10 2 8 2 8 2 
2206 7 3 1 2 8 2 8 2 8 2 10 2 8 2 8 2 
2207 8 3 1 2 9 1 9 1 9 1 11 2 9 2 9 2 
2208 3 3 2 2 6 3 4 4 4 4 4 4 4 4 4 4 
2209 3 3 2 2 6 3 4 3 4 3 6 3 4 3 4 3 
2210 3 3 2 2 6 3 4 3 4 3 6 3 4 3 4 3 
2211 4 3 1 2 6 2 5 2 5 2 7 3 5 3 5 3 
2212 3 3 2 2 6 3 4 3 6 3 6 3 6 3 4 3 
2213 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2214 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2215 5 3 1 2 8 1 6 1 6 1 8 2 6 2 6 2 
2216 3 3 2 2 6 3 4 3 6 3 6 3 6 3 4 3 
2217 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2218 4 3 1 2 7 2 5 2 6 2 7 2 6 2 5 2 
2219 5 3 1 2 8 1 6 1 6 1 8 2 6 2 6 2 
2220 4 3 1 2 7 2 5 3 7 3 7 3 7 3 5 3 
2221 5 3 1 2 8 2 6 2 7 2 8 2 7 2 6 2 
2222 5 3 1 2 8 2 6 2 7 2 8 2 7 2 6 2 
2223 6 3 1 2 9 1 7 1 7 1 9 2 7 2 7 2 
2224 3 3 2 2 6 3 6 3 6 3 4 4 4 4 4 4 
2225 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2226 3 3 2 2 6 3 6 3 6 3 6 3 4 3 4 3 
2227 4 3 1 2 7 2 7 2 7 2 7 3 5 3 5 3 
2228 6 3 1 2 9 2 7 2 7 2 6 3 6 3 6 3 
2229 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2230 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2231 7 3 1 2 10 1 8 1 8 1 10 2 8 2 8 2 
2232 6 3 1 2 9 2 7 2 7 2 6 3 6 3 6 3 
2233 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2234 6 3 1 2 9 2 7 2 7 2 9 2 7 2 7 2 
2235 7 3 1 2 10 1 8 1 8 1 10 2 8 2 8 2 
2236 7 3 1 2 10 2 8 2 8 2 7 3 7 3 7 3 
2237 7 3 1 2 10 2 8 2 8 2 10 2 8 2 8 2 
2238 7 3 1 2 10 2 8 2 8 2 10 2 8 2 8 2 
2239 8 3 1 2 11 1 9 1 9 1 11 2 9 2 9 2 
2240 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2241 3 4 2 1 5 3 5 3 5 3 6 2 5 2 5 2 
2242 3 4 2 1 5 3 5 3 5 3 6 2 5 2 5 2 
2243 4 4 1 1 6 2 6 2 6 2 7 2 6 2 6 2 
2244 3 4 2 1 5 3 5 2 6 2 6 2 6 2 5 2 
2245 4 4 1 1 6 2 6 2 6 2 7 1 6 1 6 1 
2246 4 4 1 1 6 2 6 2 6 2 7 1 6 1 6 1 
2247 5 4 1 1 7 1 7 1 7 1 8 1 7 1 7 1 
2248 3 4 2 1 5 3 5 2 6 2 6 2 6 2 5 2 
2249 4 4 1 1 6 2 6 2 6 2 7 1 6 1 6 1 
2250 4 4 1 1 6 2 6 2 6 2 7 1 6 1 6 1 
2251 5 4 1 1 7 1 7 1 7 1 8 1 7 1 7 1 
2252 4 4 1 1 6 2 6 2 7 2 7 2 7 2 6 2 
2253 5 4 1 1 7 2 7 2 7 2 8 1 7 1 7 1 
2254 5 4 1 1 7 2 7 2 7 2 8 1 7 1 7 1 
2255 6 4 1 1 8 1 8 1 8 1 9 1 8 1 8 1 
2256 3 4 2 1 7 3 7 3 7 3 4 3 4 3 4 3 
2257 3 4 2 1 7 3 7 3 7 3 6 2 5 2 5 2 
2258 3 4 2 1 7 3 7 3 7 3 6 2 5 2 5 2 
2259 4 4 1 1 8 2 8 2 8 2 7 2 6 2 6 2 
2260 6 4 1 1 8 2 8 2 8 2 6 2 6 2 6 2 
2261 6 4 1 1 8 2 8 2 8 2 9 1 8 1 8 1 
2262 6 4 1 1 8 2 8 2 8 2 9 1 8 1 8 1 
2263 7 4 1 1 9 1 9 1 9 1 10 1 9 1 9 1 
2264 6 4 1 1 8 2 8 2 8 2 6 2 6 2 6 2 
2265 6 4 1 1 8 2 8 2 8 2 9 1 8 1 8 1 
2266 6 4 1 1 8 2 8 2 8 2 9 1 8 1 8 1 
2267 7 4 1 1 9 1 9 1 9 1 10 1 9 1 9 1 
2268 7 4 1 1 9 2 9 2 9 2 7 2 7 2 7 2 
2269 7 4 1 1 9 2 9 2 9 2 10 1 9 1 9 1 
2270 7 4 1 1 9 2 9 2 9 2 10 1 9 1 9 1 
2271 8 4 1 1 10 1 10 1 10 1 11 1 10 1 10 1 
2272 3 4 2 1 7 3 4 3 4 3 4 3 4 3 4 3 
2273 3 4 2 1 7 3 5 3 5 3 6 2 5 2 5 2 
2274 3 4 2 1 7 3 5 3 5 3 6 2 5 2 5 2 
2275 4 4 1 1 7 2 6 2 6 2 7 2 6 2 6 2 
2276 3 4 2 1 7 3 5 2 6 2 6 2 6 2 5 2 
2277 4 4 1 1 8 2 6 2 6 2 7 1 6 1 6 1 
2278 4 4 1 1 8 2 6 2 6 2 7 1 6 1 6 1 
2279 5 4 1 1 9 1 7 1 7 1 8 1 7 1 7 1 
2280 3 4 2 1 7 3 5 2 6 2 6 2 6 2 5 2 
2281 4 4 1 1 8 2 6 2 6 2 7 1 6 1 6 1 
2282 4 4 1 1 8 2 6 2 6 2 7 1 6 1 6 1 
2283 5 4 1 1 9 1 7 1 7 1 8 1 7 1 7 1 
2284 4 4 1 1 8 2 6 2 7 2 7 2 7 2 6 2 
2285 5 4 1 1 9 2 7 2 7 2 8 1 7 1 7 1 
2286 5 4 1 1 9 2 7 2 7 2 8 1 7 1 7 1 
2287 6 4 1 1 10 1 8 1 8 1 9 1 8 1 8 1 
2288 3 4 2 1 7 3 7 3 7 3 4 3 4 3 4 3 
2289 3 4 2 1 7 3 7 3 7 3 6 2 5 2 5 2 
2290 3 4 2 1 7 3 7 3 7 3 6 2 5 2 5 2 
2291 4 4 1 1 8 2 8 2 8 2 7 2 6 2 6 2 
2292 6 4 1 1 10 2 8 2 8 2 6 2 6 2 6 2 
2293 6 4 1 1 10 2 8 2 8 2 9 1 8 1 8 1 
2294 6 4 1 1 10 2 8 2 8 2 9 1 8 1 8 1 
2295 7 4 1 1 11 1 9 1 9 1 10 1 9 1 9 1 
2296 6 4 1 1 10 2 8 2 8 2 6 2 6 2 6 2 
2297 6 4 1 1 10 2 8 2 8 2 9 1 8 1 8 1 
2298 6 4 1 1 10 2 8 2 8 2 9 1 8 1 8 1 
2299 7 4 1 1 11 1 9 1 9 1 10 1 9 1 9 1 
2300 7 4 1 1 11 2 9 2 9 2 7 2 7 2 7 2 
2301 7 4 1 1 11 2 9 2 9 2 10 1 9 1 9 1 
2302 7 4 1 1 11 2 9 2 9 2 10 1 9 1 9 1 
2303 8 4 1 1 12 1 10 1 10 1 11 1 10 1 10 1 
2304 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2305 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2306 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2307 4 3 1 2 5 2 5 2 5 2 7 3 5 2 5 2 
2308 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2309 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2310 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2311 5 3 1 2 6 1 6 1 8 1 8 2 8 1 6 1 
2312 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2313 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2314 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2315 5 3 1 2 6 1 6 1 8 1 8 2 8 1 6 1 
2316 4 3 1 2 5 2 5 2 7 3 7 3 7 3 5 2 
2317 5 3 1 2 6 2 6 2 8 2 8 2 8 2 6 2 
2318 5 3 1 2 6 2 6 2 8 2 8 2 8 2 6 2 
2319 6 3 1 2 7 1 7 1 9 1 9 2 9 1 7 1 
2320 3 3 2 2 6 3 6 3 6 3 3 4 6 3 6 3 
2321 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2322 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2323 4 3 1 2 7 2 7 2 7 2 7 3 7 2 7 2 
2324 6 3 1 2 7 2 7 2 9 2 6 3 9 2 7 2 
2325 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2326 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2327 7 3 1 2 8 1 8 1 10 1 10 2 10 1 8 1 
2328 6 3 1 2 7 2 7 2 9 2 6 3 9 2 7 2 
2329 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2330 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2331 7 3 1 2 8 1 8 1 10 1 10 2 10 1 8 1 
2332 7 3 1 2 8 2 8 2 10 2 7 3 10 2 8 2 
2333 7 3 1 2 8 2 8 2 10 2 10 2 10 2 8 2 
2334 7 3 1 2 8 2 8 2 10 2 10 2 10 2 8 2 
2335 8 3 1 2 9 1 9 1 11 1 11 2 11 1 9 1 
2336 3 3 2 2 6 3 6 3 4 4 4 4 4 4 6 3 
